14:07:39.1720 [INFO] uart5: [output] CANTRIP> [ssynthetic_random_alloc 42 1000 48 latency next_fit
14:07:39.1721 [INFO] uart5: [virt: 34.28s (+14.8ms)] CANTRIP> [ssynthetic_random_alloc 42 1000 48 latency next_fit
14:07:39.1734 [INFO] uart5: [output] Begin synthetic workload!
14:07:39.1735 [INFO] uart5: [virt:  34.28s (+0.2ms)] Begin synthetic workload!
14:07:39.1851 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 16384, 'slab resets': 0,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 427478, 'allocation': true}
14:07:41.0973 [INFO] uart5: [virt:  34.42s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 259712, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 4144, 'obj-in-use': 3, 'instruction count': 1641, 'allocation': true}
14:07:41.1206 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 259744, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 4176, 'obj-in-use': 4, 'instruction count': 1629, 'allocation': true}
14:07:41.1208 [INFO] uart5: [virt:  34.42s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 259744, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 4176, 'obj-in-use': 4, 'instruction count': 1629, 'allocation': true}
14:07:41.1444 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 260768, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 5200, 'obj-in-use': 5, 'instruction count': 2344, 'allocation': true}
14:07:41.1445 [INFO] uart5: [virt:  34.42s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 260768, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 5200, 'obj-in-use': 5, 'instruction count': 2344, 'allocation': true}
14:07:41.1702 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 260768, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 5168, 'obj-in-use': 4, 'instruction count': 1544, 'allocation': false}
14:07:41.1704 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 260768, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 5168, 'obj-in-use': 4, 'instruction count': 1544, 'allocation': false}
14:07:41.1956 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 260768, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 5152, 'obj-in-use': 3, 'instruction count': 1377, 'allocation': false}
14:07:41.1958 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 260768, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 5152, 'obj-in-use': 3, 'instruction count': 1377, 'allocation': false}
14:07:41.2197 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 260768, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 4128, 'obj-in-use': 2, 'instruction count': 1433, 'allocation': false}
14:07:41.2198 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 260768, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 4128, 'obj-in-use': 2, 'instruction count': 1433, 'allocation': false}
14:07:41.2372 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 297632, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 40992, 'obj-in-use': 11, 'instruction count': 2145, 'allocation': true}
14:07:41.2374 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 297632, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 40992, 'obj-in-use': 11, 'instruction count': 2145, 'allocation': true}
14:07:41.2553 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 301728, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 45088, 'obj-in-use': 12, 'instruction count': 1619, 'allocation': true}
14:07:41.2555 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 301728, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 45088, 'obj-in-use': 12, 'instruction count': 1619, 'allocation': true}
14:07:41.2757 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 301728, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 40992, 'obj-in-use': 11, 'instruction count': 1455, 'allocation': false}
14:07:41.2759 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 301728, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 40992, 'obj-in-use': 11, 'instruction count': 1455, 'allocation': false}
14:07:41.2945 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 301760, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 41024, 'obj-in-use': 12, 'instruction count': 1655, 'allocation': true}
14:07:41.2946 [INFO] uart5: [virt:  34.43s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 301760, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 41024, 'obj-in-use': 12, 'instruction count': 1655, 'allocation': true}
14:07:41.3151 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 301760, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 40992, 'obj-in-use': 11, 'instruction count': 1530, 'allocation': false}
14:07:41.3152 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 301760, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 40992, 'obj-in-use': 11, 'instruction count': 1530, 'allocation': false}
14:07:41.3351 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 301760, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 40960, 'obj-in-use': 10, 'instruction count': 1438, 'allocation': false}
14:07:41.3353 [INFO] uart5: [virt:  34.43s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 301760, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 40960, 'obj-in-use': 10, 'instruction count': 1438, 'allocation': false}
14:07:41.3555 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 301760, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 36864, 'obj-in-use': 9, 'instruction count': 1415, 'allocation': false}
14:07:41.3557 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 301760, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 36864, 'obj-in-use': 9, 'instruction count': 1415, 'allocation': false}
14:07:41.3734 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 302016, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 37120, 'obj-in-use': 10, 'instruction count': 1581, 'allocation': true}
14:07:41.3735 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 302016, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 37120, 'obj-in-use': 10, 'instruction count': 1581, 'allocation': true}
14:07:41.3939 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 304064, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 39168, 'obj-in-use': 11, 'instruction count': 1616, 'allocation': true}
14:07:41.3940 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 304064, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 39168, 'obj-in-use': 11, 'instruction count': 1616, 'allocation': true}
14:07:41.4173 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 304080, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 39184, 'obj-in-use': 12, 'instruction count': 1604, 'allocation': true}
14:07:41.4173 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 304080, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 39184, 'obj-in-use': 12, 'instruction count': 1604, 'allocation': true}
14:07:41.4365 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 308176, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 43280, 'obj-in-use': 13, 'instruction count': 1601, 'allocation': true}
14:07:41.4366 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 308176, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 43280, 'obj-in-use': 13, 'instruction count': 1601, 'allocation': true}
14:07:41.4532 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 312272, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 47376, 'obj-in-use': 14, 'instruction count': 1619, 'allocation': true}
14:07:41.4564 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 312272, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 47376, 'obj-in-use': 14, 'instruction count': 1619, 'allocation': true}
14:07:41.4782 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 312272, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 43280, 'obj-in-use': 13, 'instruction count': 1555, 'allocation': false}
14:07:41.4783 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 312272, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 43280, 'obj-in-use': 13, 'instruction count': 1555, 'allocation': false}
14:07:41.5018 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 316368, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 47376, 'obj-in-use': 14, 'instruction count': 1605, 'allocation': true}
14:07:41.5019 [INFO] uart5: [virt:  34.43s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 316368, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 47376, 'obj-in-use': 14, 'instruction count': 1605, 'allocation': true}
14:07:41.5284 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 353232, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 84240, 'obj-in-use': 23, 'instruction count': 2157, 'allocation': true}
14:07:41.5285 [INFO] uart5: [virt:  34.44s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 353232, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 84240, 'obj-in-use': 23, 'instruction count': 2157, 'allocation': true}
14:07:41.5491 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 369616, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 100624, 'obj-in-use': 27, 'instruction count': 1831, 'allocation': true}
14:07:41.5491 [INFO] uart5: [virt:  34.44s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 369616, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 100624, 'obj-in-use': 27, 'instruction count': 1831, 'allocation': true}
14:07:41.5670 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 369648, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 100656, 'obj-in-use': 28, 'instruction count': 1655, 'allocation': true}
14:07:41.5671 [INFO] uart5: [virt:  34.44s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 369648, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 100656, 'obj-in-use': 28, 'instruction count': 1655, 'allocation': true}
14:07:41.5891 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 369904, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 100912, 'obj-in-use': 29, 'instruction count': 1616, 'allocation': true}
14:07:41.5891 [INFO] uart5: [virt:  34.44s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 369904, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 100912, 'obj-in-use': 29, 'instruction count': 1616, 'allocation': true}
14:07:41.6113 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 369920, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 100928, 'obj-in-use': 30, 'instruction count': 1630, 'allocation': true}
14:07:41.6114 [INFO] uart5: [virt:  34.44s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 369920, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 100928, 'obj-in-use': 30, 'instruction count': 1630, 'allocation': true}
14:07:41.6331 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 369920, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 64064, 'obj-in-use': 21, 'instruction count': 11145, 'allocation': false}
14:07:41.6331 [INFO] uart5: [virt:  34.44s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 369920, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 64064, 'obj-in-use': 21, 'instruction count': 11145, 'allocation': false}
14:07:41.6533 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 369920, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 27200, 'obj-in-use': 12, 'instruction count': 12765, 'allocation': false}
14:07:41.6535 [INFO] uart5: [virt:  34.44s (+0.8ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 369920, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 27200, 'obj-in-use': 12, 'instruction count': 12765, 'allocation': false}
14:07:41.6750 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 369920, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 27184, 'obj-in-use': 11, 'instruction count': 1435, 'allocation': false}
14:07:41.6751 [INFO] uart5: [virt:  34.44s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 369920, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 27184, 'obj-in-use': 11, 'instruction count': 1435, 'allocation': false}
14:07:41.6963 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 369920, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 23088, 'obj-in-use': 10, 'instruction count': 1587, 'allocation': false}
14:07:41.6965 [INFO] uart5: [virt:  34.44s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 369920, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 23088, 'obj-in-use': 10, 'instruction count': 1587, 'allocation': false}
14:07:41.7196 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 369920, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 22832, 'obj-in-use': 9, 'instruction count': 6441, 'allocation': false}
14:07:41.7198 [INFO] uart5: [virt:  34.44s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 369920, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 22832, 'obj-in-use': 9, 'instruction count': 6441, 'allocation': false}
14:07:41.7383 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 394496, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 47408, 'obj-in-use': 15, 'instruction count': 1941, 'allocation': true}
14:07:41.7384 [INFO] uart5: [virt:  34.44s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 394496, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 47408, 'obj-in-use': 15, 'instruction count': 1941, 'allocation': true}
14:07:41.7596 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 394496, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 47376, 'obj-in-use': 14, 'instruction count': 1530, 'allocation': false}
14:07:41.7597 [INFO] uart5: [virt:  34.44s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 394496, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 47376, 'obj-in-use': 14, 'instruction count': 1530, 'allocation': false}
14:07:41.7782 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 394560, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 47440, 'obj-in-use': 15, 'instruction count': 1581, 'allocation': true}
14:07:41.7783 [INFO] uart5: [virt:  34.44s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 394560, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 47440, 'obj-in-use': 15, 'instruction count': 1581, 'allocation': true}
14:07:41.8001 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 394560, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 47424, 'obj-in-use': 14, 'instruction count': 1525, 'allocation': false}
14:07:41.8002 [INFO] uart5: [virt:  34.44s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 394560, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 47424, 'obj-in-use': 14, 'instruction count': 1525, 'allocation': false}
14:07:41.8194 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 394560, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 31040, 'obj-in-use': 10, 'instruction count': 5765, 'allocation': false}
14:07:41.8195 [INFO] uart5: [virt:  34.44s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 394560, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 31040, 'obj-in-use': 10, 'instruction count': 5765, 'allocation': false}
14:07:41.8410 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 394576, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 31056, 'obj-in-use': 11, 'instruction count': 1628, 'allocation': true}
14:07:41.8411 [INFO] uart5: [virt:  34.44s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 394576, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 31056, 'obj-in-use': 11, 'instruction count': 1628, 'allocation': true}
14:07:41.8625 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 394832, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 31312, 'obj-in-use': 12, 'instruction count': 1616, 'allocation': true}
14:07:41.8626 [INFO] uart5: [virt:  34.45s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 394832, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 31312, 'obj-in-use': 12, 'instruction count': 1616, 'allocation': true}
14:07:41.8859 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 395344, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 31824, 'obj-in-use': 13, 'instruction count': 1557, 'allocation': true}
14:07:41.8892 [INFO] uart5: [virt:  34.45s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 395344, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 31824, 'obj-in-use': 13, 'instruction count': 1557, 'allocation': true}
14:07:41.9120 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 395376, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 31856, 'obj-in-use': 14, 'instruction count': 1629, 'allocation': true}
14:07:41.9121 [INFO] uart5: [virt:  34.45s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 395376, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 31856, 'obj-in-use': 14, 'instruction count': 1629, 'allocation': true}
14:07:41.9435 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 399472, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 35952, 'obj-in-use': 15, 'instruction count': 1593, 'allocation': true}
14:07:41.9436 [INFO] uart5: [virt: 34.46s (+10.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 399472, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 35952, 'obj-in-use': 15, 'instruction count': 1593, 'allocation': true}
14:07:41.9692 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 399472, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 35888, 'obj-in-use': 14, 'instruction count': 1395, 'allocation': false}
14:07:41.9693 [INFO] uart5: [virt:  34.46s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 399472, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 35888, 'obj-in-use': 14, 'instruction count': 1395, 'allocation': false}
14:07:41.9970 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 399472, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 35856, 'obj-in-use': 13, 'instruction count': 1548, 'allocation': false}
14:07:41.9971 [INFO] uart5: [virt:  34.46s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 399472, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 35856, 'obj-in-use': 13, 'instruction count': 1548, 'allocation': false}
14:07:42.0199 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 399488, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 35872, 'obj-in-use': 14, 'instruction count': 1614, 'allocation': true}
14:07:42.0200 [INFO] uart5: [virt:  34.46s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 399488, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 35872, 'obj-in-use': 14, 'instruction count': 1614, 'allocation': true}
14:07:42.0438 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 399488, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 35856, 'obj-in-use': 13, 'instruction count': 1415, 'allocation': false}
14:07:42.0440 [INFO] uart5: [virt:  34.46s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 399488, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 35856, 'obj-in-use': 13, 'instruction count': 1415, 'allocation': false}
14:07:42.0693 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 399520, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 35888, 'obj-in-use': 14, 'instruction count': 1641, 'allocation': true}
14:07:42.0694 [INFO] uart5: [virt:  34.46s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 399520, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 35888, 'obj-in-use': 14, 'instruction count': 1641, 'allocation': true}
14:07:42.0906 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 400544, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 36912, 'obj-in-use': 15, 'instruction count': 2344, 'allocation': true}
14:07:42.0907 [INFO] uart5: [virt:  34.46s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 400544, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 36912, 'obj-in-use': 15, 'instruction count': 2344, 'allocation': true}
14:07:42.1142 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 433312, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 69680, 'obj-in-use': 23, 'instruction count': 2081, 'allocation': true}
14:07:42.1142 [INFO] uart5: [virt:  34.46s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 433312, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 69680, 'obj-in-use': 23, 'instruction count': 2081, 'allocation': true}
14:07:42.1383 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 433312, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 69168, 'obj-in-use': 22, 'instruction count': 1409, 'allocation': false}
14:07:42.1384 [INFO] uart5: [virt:  34.46s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 433312, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 69168, 'obj-in-use': 22, 'instruction count': 1409, 'allocation': false}
14:07:42.1661 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 433312, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 68912, 'obj-in-use': 21, 'instruction count': 1343, 'allocation': false}
14:07:42.1662 [INFO] uart5: [virt:  34.46s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 433312, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 68912, 'obj-in-use': 21, 'instruction count': 1343, 'allocation': false}
14:07:42.1923 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 433312, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 67888, 'obj-in-use': 20, 'instruction count': 1521, 'allocation': false}
14:07:42.1924 [INFO] uart5: [virt:  34.46s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 433312, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 67888, 'obj-in-use': 20, 'instruction count': 1521, 'allocation': false}
14:07:42.2210 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 433312, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 65840, 'obj-in-use': 19, 'instruction count': 39809, 'allocation': false}
14:07:42.2211 [INFO] uart5: [virt:    34.46s (+1ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 433312, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 65840, 'obj-in-use': 19, 'instruction count': 39809, 'allocation': false}
14:07:42.2447 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 433328, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 65856, 'obj-in-use': 20, 'instruction count': 1628, 'allocation': true}
14:07:42.2448 [INFO] uart5: [virt:  34.46s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 433328, 'slab resets': 4,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 65856, 'obj-in-use': 20, 'instruction count': 1628, 'allocation': true}
