11:14:10.6901 [INFO] uart5: [output] CANTRIP> [ssynthetic_random_alloc 42 1000 64 latency next_fit
11:14:10.6902 [INFO] uart5: [virt: 24.21s (+17.7ms)] CANTRIP> [ssynthetic_random_alloc 42 1000 64 latency next_fit
11:14:10.6915 [INFO] uart5: [output] Begin synthetic workload!
11:14:10.6916 [INFO] uart5: [virt:  24.21s (+0.2ms)] Begin synthetic workload!
11:14:10.7021 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 424541, 'allocation': true}
11:14:12.4386 [INFO] uart5: [virt:  24.36s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 4785, 'allocation': true}
11:14:12.4497 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:12.4498 [INFO] uart5: [virt:  24.36s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:12.4615 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1696, 'allocation': true}
11:14:12.4615 [INFO] uart5: [virt:  24.36s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1696, 'allocation': true}
11:14:12.4767 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 64, 'obj-in-use': 2, 'instruction count': 1614, 'allocation': true}
11:14:12.4768 [INFO] uart5: [virt:  24.36s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 64, 'obj-in-use': 2, 'instruction count': 1614, 'allocation': true}
11:14:12.4912 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 2092, 'allocation': false}
11:14:12.4913 [INFO] uart5: [virt:  24.36s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 2092, 'allocation': false}
11:14:12.5039 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:12.5040 [INFO] uart5: [virt:  24.36s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:12.5298 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1752, 'allocation': true}
11:14:12.5299 [INFO] uart5: [virt: 24.38s (+10.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1752, 'allocation': true}
11:14:12.5419 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 48, 'obj-in-use': 2, 'instruction count': 1600, 'allocation': true}
11:14:12.5421 [INFO] uart5: [virt:  24.38s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 48, 'obj-in-use': 2, 'instruction count': 1600, 'allocation': true}
11:14:12.5548 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1391, 'allocation': false}
11:14:12.5549 [INFO] uart5: [virt:  24.38s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1391, 'allocation': false}
11:14:12.5638 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1040, 'obj-in-use': 2, 'instruction count': 2342, 'allocation': true}
11:14:12.5639 [INFO] uart5: [virt:  24.38s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1040, 'obj-in-use': 2, 'instruction count': 2342, 'allocation': true}
11:14:12.5762 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 1364, 'allocation': false}
11:14:12.5762 [INFO] uart5: [virt:  24.38s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 1364, 'allocation': false}
11:14:12.5883 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1040, 'obj-in-use': 2, 'instruction count': 1604, 'allocation': true}
11:14:12.5883 [INFO] uart5: [virt:  24.38s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1040, 'obj-in-use': 2, 'instruction count': 1604, 'allocation': true}
11:14:12.6013 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 1418, 'allocation': false}
11:14:12.6014 [INFO] uart5: [virt:  24.38s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 1418, 'allocation': false}
11:14:12.6132 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:12.6133 [INFO] uart5: [virt:  24.38s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:12.6249 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 2, 'instruction count': 3384, 'allocation': true}
11:14:12.6250 [INFO] uart5: [virt:  24.38s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 2, 'instruction count': 3384, 'allocation': true}
11:14:12.6384 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2531, 'allocation': false}
11:14:12.6385 [INFO] uart5: [virt:  24.38s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2531, 'allocation': false}
11:14:12.6510 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 8413, 'allocation': true}
11:14:12.6511 [INFO] uart5: [virt:  24.38s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 8413, 'allocation': true}
11:14:12.6624 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 528, 'obj-in-use': 2, 'instruction count': 1630, 'allocation': true}
11:14:12.6625 [INFO] uart5: [virt:  24.38s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 528, 'obj-in-use': 2, 'instruction count': 1630, 'allocation': true}
11:14:12.6744 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 544, 'obj-in-use': 3, 'instruction count': 1626, 'allocation': true}
11:14:12.6744 [INFO] uart5: [virt:  24.38s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 544, 'obj-in-use': 3, 'instruction count': 1626, 'allocation': true}
11:14:12.6888 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 2, 'instruction count': 1388, 'allocation': false}
11:14:12.6889 [INFO] uart5: [virt:  24.38s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 2, 'instruction count': 1388, 'allocation': false}
11:14:12.7003 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1450, 'allocation': false}
11:14:12.7004 [INFO] uart5: [virt:  24.38s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1450, 'allocation': false}
11:14:12.7096 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:12.7097 [INFO] uart5: [virt:  24.38s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:12.7212 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 2081, 'allocation': true}
11:14:12.7213 [INFO] uart5: [virt:  24.38s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 2081, 'allocation': true}
11:14:12.7340 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:12.7340 [INFO] uart5: [virt:  24.38s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:12.7487 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 20480, 'obj-in-use': 5, 'instruction count': 1940, 'allocation': true}
11:14:12.7487 [INFO] uart5: [virt:  24.38s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 20480, 'obj-in-use': 5, 'instruction count': 1940, 'allocation': true}
11:14:12.7606 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 6242, 'allocation': false}
11:14:12.7607 [INFO] uart5: [virt:  24.38s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 6242, 'allocation': false}
11:14:12.7754 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 36864, 'obj-in-use': 9, 'instruction count': 18542, 'allocation': true}
11:14:12.7754 [INFO] uart5: [virt:  24.38s (+0.7ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 36864, 'obj-in-use': 9, 'instruction count': 18542, 'allocation': true}
11:14:12.7883 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 11190, 'allocation': false}
11:14:12.7883 [INFO] uart5: [virt:  24.39s (+0.7ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 11190, 'allocation': false}
11:14:12.8002 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 31215, 'allocation': true}
11:14:12.8003 [INFO] uart5: [virt:  24.39s (+0.7ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 31215, 'allocation': true}
11:14:12.8121 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2519, 'allocation': false}
11:14:12.8122 [INFO] uart5: [virt:  24.39s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2519, 'allocation': false}
11:14:12.8251 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1889, 'allocation': true}
11:14:12.8253 [INFO] uart5: [virt:  24.39s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1889, 'allocation': true}
11:14:12.8410 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 9232, 'allocation': false}
11:14:12.8411 [INFO] uart5: [virt:  24.39s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 9232, 'allocation': false}
11:14:12.8549 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1901, 'allocation': true}
11:14:12.8550 [INFO] uart5: [virt:  24.39s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1901, 'allocation': true}
11:14:12.8719 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:12.8720 [INFO] uart5: [virt:  24.39s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:12.8862 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1695, 'allocation': true}
11:14:12.8863 [INFO] uart5: [virt:  24.39s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1695, 'allocation': true}
11:14:12.9008 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:12.9010 [INFO] uart5: [virt:  24.39s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:12.9135 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 28672, 'obj-in-use': 7, 'instruction count': 2076, 'allocation': true}
11:14:12.9136 [INFO] uart5: [virt:  24.39s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 28672, 'obj-in-use': 7, 'instruction count': 2076, 'allocation': true}
11:14:12.9264 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 1617, 'allocation': true}
11:14:12.9265 [INFO] uart5: [virt:  24.39s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 1617, 'allocation': true}
11:14:12.9423 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 8838, 'allocation': false}
11:14:12.9424 [INFO] uart5: [virt:  24.39s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 8838, 'allocation': false}
11:14:12.9555 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 2, 'instruction count': 1603, 'allocation': true}
11:14:12.9556 [INFO] uart5: [virt:  24.39s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 2, 'instruction count': 1603, 'allocation': true}
11:14:12.9686 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8704, 'obj-in-use': 3, 'instruction count': 1970, 'allocation': true}
11:14:12.9687 [INFO] uart5: [virt:  24.39s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8704, 'obj-in-use': 3, 'instruction count': 1970, 'allocation': true}
11:14:12.9816 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4608, 'obj-in-use': 2, 'instruction count': 1422, 'allocation': false}
11:14:12.9818 [INFO] uart5: [virt:  24.39s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4608, 'obj-in-use': 2, 'instruction count': 1422, 'allocation': false}
11:14:12.9948 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4864, 'obj-in-use': 3, 'instruction count': 1557, 'allocation': true}
11:14:12.9950 [INFO] uart5: [virt:  24.39s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4864, 'obj-in-use': 3, 'instruction count': 1557, 'allocation': true}
11:14:13.0080 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4896, 'obj-in-use': 4, 'instruction count': 1614, 'allocation': true}
11:14:13.0082 [INFO] uart5: [virt:  24.39s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4896, 'obj-in-use': 4, 'instruction count': 1614, 'allocation': true}
11:14:13.0218 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4384, 'obj-in-use': 3, 'instruction count': 1438, 'allocation': false}
11:14:13.0219 [INFO] uart5: [virt:  24.39s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4384, 'obj-in-use': 3, 'instruction count': 1438, 'allocation': false}
11:14:13.0348 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4400, 'obj-in-use': 4, 'instruction count': 1628, 'allocation': true}
11:14:13.0349 [INFO] uart5: [virt:  24.39s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4400, 'obj-in-use': 4, 'instruction count': 1628, 'allocation': true}
11:14:13.0451 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4912, 'obj-in-use': 5, 'instruction count': 1632, 'allocation': true}
11:14:13.0452 [INFO] uart5: [virt:  24.39s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4912, 'obj-in-use': 5, 'instruction count': 1632, 'allocation': true}
11:14:13.0602 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4400, 'obj-in-use': 4, 'instruction count': 3008, 'allocation': false}
11:14:13.0604 [INFO] uart5: [virt:   24.4s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4400, 'obj-in-use': 4, 'instruction count': 3008, 'allocation': false}
11:14:13.0736 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4384, 'obj-in-use': 3, 'instruction count': 1440, 'allocation': false}
11:14:13.0737 [INFO] uart5: [virt:   24.4s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4384, 'obj-in-use': 3, 'instruction count': 1440, 'allocation': false}
11:14:13.0860 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4400, 'obj-in-use': 4, 'instruction count': 1602, 'allocation': true}
11:14:13.0861 [INFO] uart5: [virt:   24.4s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4400, 'obj-in-use': 4, 'instruction count': 1602, 'allocation': true}
11:14:13.0984 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4144, 'obj-in-use': 3, 'instruction count': 1400, 'allocation': false}
11:14:13.0985 [INFO] uart5: [virt:   24.4s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4144, 'obj-in-use': 3, 'instruction count': 1400, 'allocation': false}
11:14:13.1087 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4112, 'obj-in-use': 2, 'instruction count': 2282, 'allocation': false}
11:14:13.1088 [INFO] uart5: [virt:   24.4s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4112, 'obj-in-use': 2, 'instruction count': 2282, 'allocation': false}
11:14:13.1312 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 12304, 'obj-in-use': 4, 'instruction count': 1667, 'allocation': true}
11:14:13.1312 [INFO] uart5: [virt: 24.41s (+10.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 12304, 'obj-in-use': 4, 'instruction count': 1667, 'allocation': true}
11:14:13.1416 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 12288, 'obj-in-use': 3, 'instruction count': 1512, 'allocation': false}
11:14:13.1418 [INFO] uart5: [virt:  24.41s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 12288, 'obj-in-use': 3, 'instruction count': 1512, 'allocation': false}
11:14:13.1543 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 2887, 'allocation': false}
11:14:13.1544 [INFO] uart5: [virt:  24.41s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 2887, 'allocation': false}
11:14:13.1674 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:13.1675 [INFO] uart5: [virt:  24.41s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:13.1803 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 41127, 'allocation': true}
11:14:13.1804 [INFO] uart5: [virt:  24.41s (+0.8ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 41127, 'allocation': true}
11:14:13.1966 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:13.1968 [INFO] uart5: [virt:  24.41s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:13.2100 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1696, 'allocation': true}
11:14:13.2101 [INFO] uart5: [virt:  24.41s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 1, 'instruction count': 1696, 'allocation': true}
11:14:13.2234 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:13.2235 [INFO] uart5: [virt:  24.41s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1279, 'allocation': false}
11:14:13.2399 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:13.2400 [INFO] uart5: [virt:  24.41s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:13.2504 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4112, 'obj-in-use': 2, 'instruction count': 1591, 'allocation': true}
11:14:13.2505 [INFO] uart5: [virt:  24.41s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4112, 'obj-in-use': 2, 'instruction count': 1591, 'allocation': true}
11:14:13.2659 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1382, 'allocation': false}
11:14:13.2660 [INFO] uart5: [virt:  24.41s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1382, 'allocation': false}
11:14:13.2842 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:13.2843 [INFO] uart5: [virt:  24.41s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:13.2975 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 8087, 'allocation': true}
11:14:13.2976 [INFO] uart5: [virt:  24.41s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 8087, 'allocation': true}
11:14:13.3118 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16896, 'obj-in-use': 5, 'instruction count': 1803, 'allocation': true}
11:14:13.3119 [INFO] uart5: [virt:  24.41s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16896, 'obj-in-use': 5, 'instruction count': 1803, 'allocation': true}
11:14:13.3266 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 5597, 'allocation': false}
11:14:13.3268 [INFO] uart5: [virt:  24.41s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 5597, 'allocation': false}
11:14:13.3426 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1536, 'obj-in-use': 2, 'instruction count': 1553, 'allocation': true}
11:14:13.3428 [INFO] uart5: [virt:  24.42s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1536, 'obj-in-use': 2, 'instruction count': 1553, 'allocation': true}
11:14:13.3594 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1664, 'obj-in-use': 3, 'instruction count': 1614, 'allocation': true}
11:14:13.3596 [INFO] uart5: [virt:  24.42s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1664, 'obj-in-use': 3, 'instruction count': 1614, 'allocation': true}
11:14:13.3789 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1536, 'obj-in-use': 2, 'instruction count': 3958, 'allocation': false}
11:14:13.3790 [INFO] uart5: [virt:  24.42s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1536, 'obj-in-use': 2, 'instruction count': 3958, 'allocation': false}
11:14:13.3971 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 2535, 'allocation': false}
11:14:13.3972 [INFO] uart5: [virt:  24.42s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 2535, 'allocation': false}
11:14:13.4128 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1040, 'obj-in-use': 2, 'instruction count': 1626, 'allocation': true}
11:14:13.4130 [INFO] uart5: [virt:  24.42s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1040, 'obj-in-use': 2, 'instruction count': 1626, 'allocation': true}
11:14:13.4251 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1348, 'allocation': false}
11:14:13.4253 [INFO] uart5: [virt:  24.42s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1348, 'allocation': false}
11:14:13.4395 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:13.4396 [INFO] uart5: [virt:  24.42s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:13.4536 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 19771, 'allocation': true}
11:14:13.4537 [INFO] uart5: [virt:  24.42s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1024, 'obj-in-use': 1, 'instruction count': 19771, 'allocation': true}
11:14:13.4709 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
